Alloy,No,Phase,Phase1,a(Å),δ,T_m(K),σT_m(K),ΔH_mix(kJ/mol),σH_mix(kJ/mol),ΔS_mix(R),χ,Δχ,VEC,σVEC,K(GPa),σK(GPa),Young's modulus E (GPa),Shear modulus G (GPa)
Cu3Ti2,2.0,IM,IM,1.3516,0.0666922333045435,1591.062,285.723180536687,-8.64,0.176363261480389,0.673011667009257,1.756,0.176363261480389,8.2,3.42928563989645,128.0,14.6969384566991,124.4,46.4
Cu4Ti3,2.0,IM,IM,1.35685714285714,0.0671083067156608,1607.72571428571,288.623997856685,-8.81632653061224,0.0908947945662972,0.682908104700472,1.74571428571429,0.178153797349942,8.0,3.46410161513775,127.142857142857,14.8461497791618,124.0,46.2857142857143
Cu51Zr14,2.0,IM,IM,1.348,0.0991126796430815,1523.66569230769,316.633002638552,-15.5474556213018,3.06365826301791,0.52100404091788,1.77723076923077,0.234320672401717,9.49230769230769,2.87762229265267,109.846153846154,57.5524458530534,116.430769230769,44.7692307692308
CuZr,2.0,AM,AM,1.4405,0.112808052759458,1742.885,385.115,-23.0,0.0,0.693147180559945,1.615,0.285,7.5,3.5,70.0,70.0,98.5,40.5
Dy4Sb3,2.0,IM,IM,1.70371428571429,0.0476364803691591,1347.33428571429,384.129279386033,-65.6326530612245,0.676661248437995,0.682908104700472,1.57571428571429,0.410743477223477,3.85714285714286,0.989743318610787,41.4285714285714,0.494871659305394,58.4285714285714,22.6857142857143
Dy5Sb3,2.0,IM,IM,1.7125,0.0463627203487603,1388.9175,375.78589162414,-62.8125,2.02726472028045,0.661563238157982,1.53125,0.401822022169019,3.75,0.968245836551854,41.375,0.484122918275927,58.75,22.9375
Fe2Si,2.0,IM,IM,1.21166666666667,0.0342368070120585,1769.66666666667,58.4541605780879,-31.1111111111111,1.83323980307623,0.636514168294813,1.85333333333333,0.0329983164553721,6.66666666666667,1.88561808316413,146.666666666667,32.9983164553722,156.333333333333,54.6666666666667
FeSi2,2.0,IM,IM,1.197,0.0367585630743525,1749.0,62.0,-35.0,0.0,0.693147180559945,1.865,0.0349999999999999,6.0,2.0,135.0,35.0,129.0,41.0
Fe3W2,2.0,IM,IM,1.2914,0.0477986228264954,2564.6,922.967735080702,0.0,0.0,0.673011667009257,2.042,0.259645912735017,7.2,0.979795897113271,226.0,68.585712797929,291.0,113.6
HfB2,2.0,IM,IM,1.07266666666667,0.333118048563955,2401.33333333333,74.010509764192,-58.6666666666667,3.4569664858009,0.636514168294813,1.79333333333333,0.348839345385363,3.33333333333333,0.471404520791032,186.0,53.7401153701776,26.0,10.0
HfW2,2.0,IM,IM,1.43733333333333,0.0692020087339339,3298.66666666667,560.499975220537,-5.33333333333333,0.314269680527355,0.636514168294813,2.00666666666667,0.499688792038494,5.33333333333333,0.942809041582063,243.333333333333,94.2809041582063,300.0,117.333333333333
MgCu,2.0,AM,AM,1.4395,0.112191733240709,1140.385,217.385,-3.0,0.0,0.693147180559945,1.605,0.295,6.5,4.5,92.5,47.5,87.5,32.5
Mg2Ni,2.0,IM,IM,1.48266666666667,0.112870012284723,1191.33333333333,379.480639236781,-3.55555555555556,0.20951312035157,0.636514168294813,1.51,0.282842712474619,4.66666666666667,3.77123616632825,90.0,63.6396103067893,96.6666666666667,36.6666666666667
Mg50Ni50,2.0,AM,AM,1.4235,0.124692658939234,1325.5,402.5,-4.0,0.0,0.693147180559945,1.61,0.3,6.0,4.0,112.5,67.5,122.5,46.5
MgNi2,2.0,IM,IM,1.36433333333333,0.122659617552516,1459.66666666667,379.480639236781,-3.55555555555556,0.20951312035157,0.636514168294813,1.71,0.282842712474619,7.33333333333333,3.77123616632825,135.0,63.6396103067893,148.333333333333,56.3333333333333
Mg6Pd,2.0,IM,IM,1.56871428571429,0.0504129570958017,1052.29285714286,316.701527386559,-19.5918367346939,7.1413695124874,0.410116318288409,1.43714285714286,0.311435124439576,3.14285714285714,2.79941684889506,64.2857142857143,47.2401593251041,55.8571428571429,20.8571428571429
Mg2Sm1,2.0,IM,IM,1.67066666666667,0.058972592684752,1063.66666666667,198.932707773815,-5.33333333333333,0.314269680527355,0.636514168294813,1.26333333333333,0.0659966329107445,2.33333333333333,0.471404520791032,42.6666666666667,3.29983164553722,46.6666666666667,17.8333333333333
Mg3Sm1,2.0,IM,IM,1.65325,0.0547404534676993,1028.5,182.731360198517,-4.5,0.649519052838329,0.562335144618808,1.275,0.0606217782649108,2.25,0.433012701892219,43.25,3.03108891324554,46.25,17.625
Mg17Sr2,2.0,IM,IM,1.659,0.101927429144372,936.368421052632,38.975310033966,-1.50692520775623,0.765105220201308,0.336495757583516,1.27210526315789,0.110481193797069,2.0,0.0,40.2631578947368,13.8101492246336,40.2631578947368,15.8526315789474
MgZn2,2.0,IM,IM,1.46366666666667,0.0663466166815891,769.453333333333,108.57388922859,-3.55555555555556,0.20951312035157,0.636514168294813,1.53666666666667,0.160277537068951,8.66666666666667,4.71404520791032,61.6666666666667,11.7851130197758,87.0,34.3333333333333
Mo3Si,2.0,IM,IM,1.3105,0.0693877660414849,2593.75,523.512356587693,-26.25,3.78886114155692,0.562335144618808,2.095,0.112583302491977,5.5,0.866025403784439,197.5,56.2916512459885,258.5,90.0
Mo5Si3,2.0,IM,IM,1.28425,0.0791635684936303,2442.625,585.304608195596,-32.8125,1.05901888372859,0.661563238157982,2.0625,0.125871958751741,5.25,0.968245836551854,181.25,62.9359793758705,223.25,75.0
MoSi2,2.0,IM,IM,1.223,0.0809443576174298,2090.0,569.928065636357,-31.1111111111111,1.83323980307623,0.636514168294813,1.98666666666667,0.122565175405668,4.66666666666667,0.942809041582063,143.333333333333,61.2825877028341,141.0,40.0
NaZn13,2.0,IM,IM,1.428,0.0833215630884535,669.698857142857,82.8596889401916,1.59183673469388,1.13527562026271,0.257318640543832,1.59857142857143,0.185428351309577,11.2142857142857,2.83293314500742,65.45,16.4052583033612,101.0,40.1642857142857
Ni50Nb50,2.0,AM,AM,1.3375,0.0684112149532711,2239.0,511.0,-30.0,0.0,0.693147180559945,1.755,0.155,7.5,2.5,175.0,5.0,152.5,57.0
Ni3Sn,2.0,IM,IM,1.3395,0.120900896235678,1422.27,529.539893398033,-3.0,0.433012701892219,0.562335144618808,1.9225,0.021650635094611,8.5,2.59807621135332,149.5,52.8275496308508,162.5,61.5
Ni3Sn4,2.0,IM,IM,1.45971428571429,0.126793306328197,1029.18857142857,605.188449597752,-3.91836734693878,0.0403976864739099,0.682908104700472,1.93857142857143,0.0247435829652697,6.57142857142857,2.96922995583236,110.285714285714,60.374342435258,114.285714285714,42.8571428571429
Pd75Si25,2.0,AM,AM,1.3195,0.0728524591285128,1792.7875,61.0764416018975,-41.25,5.95392465101802,0.562335144618808,2.125,0.129903810567666,8.5,2.59807621135332,160.0,34.6410161513776,102.5,33.0
Pd82Si18,2.0,AM,AM,1.33504,0.0638854377716066,1802.661,54.1896404213942,-32.472,8.65497496925324,0.471393486810094,2.146,0.115256236273791,8.92,2.30512472547583,165.6,30.7349963396777,107.68,36.08
Pd95Si5,2.0,AM,AM,1.3639,0.0354745789818179,1820.9975,30.7411347993206,-10.45,9.70944739673685,0.198515243345873,2.185,0.0653834841531102,9.7,1.3076696830622,176.0,17.4355957741627,117.3,41.8
Pt3Al,2.0,IM,IM,1.39825,0.0139356850242444,1764.4175,479.747762807447,-33.0,4.76313972081441,0.562335144618808,2.1125,0.290118510267787,8.25,3.03108891324554,191.5,66.6839560914018,143.5,52.25
Pt5Al3,2.0,IM,IM,1.403875,0.0155181418020954,1625.92625,536.374304845448,-41.25,1.3313380252588,0.661563238157982,2.02875,0.324362355244871,7.375,3.38886042793149,172.25,74.5549294144928,131.25,47.875
PtAl2,2.0,IM,IM,1.417,0.0149705034831308,1302.78,522.283210720008,-39.1111111111111,2.30464432386727,0.636514168294813,1.83333333333333,0.315841028929991,5.33333333333333,3.29983164553722,127.333333333333,72.5962962018189,102.666666666667,37.6666666666667
Sb3Y4,2.0,IM,IM,1.71971428571429,0.0552506654017651,1415.33428571429,443.019006843374,-66.6122448979592,0.68676067005647,0.682908104700472,1.57571428571429,0.410743477223477,3.85714285714286,0.989743318610787,41.4285714285714,0.494871659305394,60.1428571428571,23.2
Sb3Y5,2.0,IM,IM,1.73,0.0537292487335133,1463.2925,433.396518898975,-63.75,2.05752240267269,0.661563238157982,1.53125,0.401822022169019,3.75,0.968245836551854,41.375,0.484122918275927,60.625,23.5
SbY,2.0,IM,IM,1.706,0.056271981242673,1351.39,447.61,-68.0,0.0,0.693147180559945,1.635,0.415,4.0,1.0,41.5,0.5,59.5,22.8
Si2V,2.0,IM,IM,1.20733333333333,0.0636435148169007,1852.33333333333,233.816642312352,-42.6666666666667,2.51415744421884,0.636514168294813,1.81,0.127279220613579,4.33333333333333,0.471404520791032,120.0,28.2842712474619,74.0,15.6666666666667
W6Fe7,2.0,IM,IM,1.29915384615385,0.0483494184380005,2680.53846153846,939.208882753878,0.0,0.0,0.690185676018804,2.07461538461538,0.264214813088936,7.07692307692308,0.997037030524286,234.615384615385,69.7925921367,303.307692307692,118.461538461538
Zr50Ni50,2.0,AM,AM,1.4245,0.125307125307125,1928.0,200.0,-49.0,0.0,0.693147180559945,1.62,0.29,7.0,3.0,90.0,90.0,133.5,54.5
Zr70Pd30,2.0,AM,AM,1.5346,0.0680846643066552,2038.015,137.4543579702,-76.44,6.6722302118557,0.610864302054894,1.591,0.398684085461158,5.8,2.7495454169735,54.0,82.4863625092051,83.2,36.3
ZrTi,2.0,AM,AM,1.5325,0.0460032626427406,2034.5,93.5,0.0,0.0,0.693147180559945,1.435,0.105,4.0,0.0,55.0,55.0,91.5,38.5
Al2B6Co20,3.0,IM,IM,1.17157142857143,0.16158374510283,1832.89071428571,343.321179665095,-18.5714285714286,3.13034216433378,0.75893677276206,1.895,0.102312546360929,7.28571428571429,2.71052370871575,182.0,34.4009966633028,154.285714285714,55.4285714285714
AlB2Ni7,3.0,IM,IM,1.1794,0.159347242156393,1772.747,371.824821765573,-19.6,3.28584844446606,0.801818552543337,1.906,0.111193524991341,7.9,3.20780298646909,178.4,38.2915134200778,147.0,55.8
AlBe4Mn,3.0,IM,IM,1.21566666666667,0.103826936311179,1448.745,230.923793616711,-6.55555555555556,3.22413736189931,0.867563228481461,1.57333333333333,0.017950549357115,3.0,1.82574185835055,119.333333333333,19.7202659436654,236.0,92.3333333333333
AlBeTi,3.0,IM,IM,1.34066666666667,0.112538011556899,1478.15666666667,415.373666019191,-26.6666666666667,9.0267093384844,1.09861228866811,1.57333333333333,0.0286744175568088,3.0,0.816496580927726,105.333333333333,22.2910046630673,157.666666666667,67.3333333333333
Al2CaSi2,3.0,IM,IM,1.4292,0.21027554287734,1271.188,345.919304196803,-34.88,8.87971891447021,1.05492016798614,1.604,0.32867004731189,3.2,0.748331477354788,73.8,30.3605006546335,50.8,11.88
AlCoCu,3.0,IM,IM,1.3831,0.0542409060600897,1101.783,278.0662944713,-5.4,4.27279767833676,0.801818552543337,1.695,0.129942294885076,5.2,3.4,99.2,36.9128703841898,95.9,35.3
Al6CoMn,3.0,IM,IM,1.399125,0.0443759591468607,1110.9775,313.690612178226,-14.5625,2.26294291676376,0.735621939758795,1.63625,0.0941989251531035,4.25,2.2220486043289,94.5,35.380079140669,103.375,28.875
Al85.8Co9.1Y5.1,3.0,AM,AM,1.434399,0.0695669417091364,1053.55426,295.232266068688,-12.993552,5.52776372994078,0.501293639259491,1.61468,0.119871170846038,3.546,1.7256546583833,83.679,31.4287123344244,82.343,30.4386
Al18Cr2Mg3,3.0,IM,IM,1.43813043478261,0.0564896441912588,1040.49826086957,351.675296515954,-2.44990548204159,3.44018748863906,0.669893221613707,1.57521739130435,0.103666252326664,3.1304347826087,0.946588741612054,79.2608695652174,26.9866591699843,84.9130434782609,32.5652173913044
Al13Cr4Si4,3.0,IM,IM,1.344,0.0863278481603405,1314.43380952381,508.909950856461,-19.047619047619,4.62013118512555,0.928584507439656,1.6747619047619,0.110910476452173,3.76190476190476,1.15076628319948,96.5714285714286,32.10187864043,105.428571428571,38.0
Al170Cu20Hf10,3.0,AM,AM,1.4239,0.0407803331270658,1054.5265,356.357829790156,-7.31,6.82163713854673,0.518186213050213,1.6235,0.114161070422452,3.85,2.39321958875486,84.1,20.0447000476435,76.4,28.4
Al11Cu11Mg4,3.0,IM,IM,1.39284615384615,0.0815270905326532,1111.37076923077,211.032999386772,-2.01775147928994,0.498221076331766,1.01583217471211,1.68653846153846,0.208731375174525,6.23076923076923,4.09791403134375,98.3076923076923,37.1905377034879,91.5384615384615,33.9230769230769
Al2CuMg,3.0,IM,IM,1.43575,0.0795816119816947,1036.9275,185.287812385893,-2.25,0.488140604744166,1.03972077083992,1.6075,0.208611480987984,4.75,3.63145976158349,84.25,34.5859436765863,78.75,29.25
Al6CuMg4,3.0,IM,IM,1.47945454545455,0.0685651798031022,968.235454545454,123.278682250909,-2.18181818181818,0.312960268243992,0.916464885539471,1.52727272727273,0.183109053899131,3.36363636363636,2.45959077426703,70.5454545454546,26.307149516861,66.3636363636364,24.7272727272727
Al7Cu3Mg6,3.0,IM,IM,1.4665,0.0805874763658832,1009.1,167.561713444629,-2.484375,0.487781971300579,1.04335342694229,1.551875,0.214802780184522,4.125,3.33307290649335,76.375,33.5892002733021,71.875,26.75
AlCuMg,3.0,IM,IM,1.437,0.0917965111704964,1071.41333333333,202.529850694218,-2.66666666666667,0.608580619450185,1.09861228866811,1.60666666666667,0.240878023535196,5.33333333333333,4.02768199119819,87.0,39.5558676641869,81.6666666666667,30.3333333333333
Al21Cu2Mn3,3.0,IM,IM,1.41069230769231,0.0328394845037343,1033.66961538462,208.248934496873,-7.18934911242604,4.0609465386893,0.618977214201632,1.62538461538462,0.0815348330107006,4.07692307692308,2.36843143359087,86.0,20.9394732135634,89.3846153846154,24.6923076923077
AlCu2Mn,3.0,IM,IM,1.3345,0.0475863146390664,1292.0025,217.211962536021,-3.25,4.76518952928422,1.03972077083992,1.74,0.16140012391569,8.0,3.3166247903554,119.0,26.134268690744,132.0,30.5
Al31Cu16Ni14,3.0,IM,IM,1.34891803278689,0.0631573925399113,1227.11295081967,325.389592367059,-9.83391561408224,6.25991896086193,1.03281115090299,1.75491803278689,0.147355074128921,6.70491803278689,3.78237613882814,116.655737704918,43.6329268230349,115.573770491803,43.2459016393443
AlCuNi,3.0,SS+IM,FCC+B2,1.31866666666667,0.0615747773415776,1339.74666666667,324.615783795072,-8.44444444444444,6.61678872294675,1.09861228866811,1.80666666666667,0.139124245031395,8.0,3.55902608401044,132.0,42.8330090778907,133.333333333333,50.0
Al5CuTi2,3.0,IM,IM,1.42025,0.0388944327169997,1238.39,428.14341064064,-20.1875,6.90784501519151,0.900256051268537,1.62875,0.106704908509403,4.25,2.58602010819715,92.5,22.9945645751338,89.0,33.25
AlCu2Ti,3.0,IM,IM,1.3625,0.0625050120033985,1397.5025,358.424691070174,-12.5,6.09943644937793,1.03972077083992,1.7375,0.164373811782778,7.25,3.76662979332984,116.5,26.396022427631,111.5,41.5
Al85.5Fe9Ce5.5,3.0,AM,AM,1.436425,0.0754903155437225,1019.84685,250.678576098113,-10.4742,6.04560854526962,0.510177327523697,1.60285,0.132326783003291,3.45,1.43090880212542,81.49,30.4217011358668,80.71,30.3525
Al22Fe3Ti8,3.0,IM,IM,1.42190909090909,0.04120529685124,1257.49515151515,459.458325640895,-23.5592286501377,4.14876314413208,0.83183170772933,1.6130303030303,0.0746906691054735,3.6969696969697,1.42456476042947,92.7878787878788,28.3139943723707,93.969696969697,35.4545454545455
Al2FeTi,3.0,IM,IM,1.39175,0.0631528980061037,1404.735,473.501003404428,-24.75,5.55265983561032,1.03972077083992,1.6475,0.10917302780449,4.5,2.06155281280883,108.0,38.3927076409049,116.75,44.5
AlFe2Ti,3.0,IM,IM,1.344,0.0770421699017423,1624.1175,402.261925141754,-21.5,4.56378406588217,1.03972077083992,1.7025,0.129879752078605,5.75,2.27760839478608,131.5,40.3329889792463,152.0,58.5
Al70Fe20Zr10,3.0,AM,AM,1.4109,0.070075168201107,1228.429,457.931392884349,-20.48,7.19123021464339,0.801818552543337,1.626,0.131392541645255,4.1,1.9723082923316,87.2,47.1100838462425,97.9,37.9
Al5Hf4Ni16,3.0,IM,IM,1.33632,0.0958244203492798,1693.574,471.079478118077,-33.4592,5.02594347774983,0.900724362368738,1.7524,0.229560972292766,7.64,3.16075940242215,148.0,43.8543042357304,154.48,58.64
Al4In3Sn3,3.0,IM,IM,1.5565,0.0660262695702556,653.837,230.175877235213,5.28,1.74947763632463,1.08889997534522,1.766,0.145203305747493,3.3,0.458257569495584,47.8,32.1676856487998,46.3,15.8
Al8Li5Mg2,3.0,IM,IM,1.48353333333333,0.0408656004976954,772.134,225.228155486831,-3.41333333333333,0.849145278326214,0.970115783986938,1.36,0.286006992921502,2.2,0.90921211313239,50.2,29.5097723926612,44.97,17.5333333333333
Al2Li3Si2,3.0,IM,IM,1.38957142857143,0.110750648042474,943.127142857143,510.691939031582,6.53061224489796,11.585955943849,1.07899220787758,1.42285714285714,0.398881088106443,2.42857142857143,1.29362644830535,55.0,39.1699593347468,35.5328571428571,9.22857142857143
Al9Mn4Si3,3.0,IM,IM,1.3591875,0.0770750012851759,1221.139375,330.789320914172,-27.140625,5.59103745484433,0.984086503082915,1.649375,0.122956737818633,4.1875,1.66653645324667,91.5,18.7549993335111,97.6875,14.625
AlMnSi,3.0,IM,IM,1.31166666666667,0.0892620971522812,1379.82333333333,322.985524581039,-36.8888888888889,8.85572517147846,1.09861228866811,1.68666666666667,0.152825245151302,4.66666666666667,1.6996731711976,98.6666666666667,17.9876500843094,105.0,8.66666666666667
Al3Nb10Ni9,3.0,IM,IM,1.35454545454545,0.0666795664891484,2084.20045454545,658.764027233626,-31.6859504132231,4.16797409738748,0.995737499177827,1.72818181818182,0.151316536488502,6.77272727272727,2.76227538258882,161.272727272727,34.2001884872289,139.090909090909,51.9090909090909
AlNi6Ta,3.0,IM,IM,1.29225,0.0619918051777878,1823.93375,612.116782749368,-20.3125,2.71467231922773,0.735621939758795,1.82125,0.156159974065059,8.5,2.64575131106459,169.5,35.9409237499539,182.0,68.875
AlNi2Ti,3.0,IM,IM,1.3465,0.0750524705356174,1582.6175,384.741028379805,-36.0,5.18411033833193,1.03972077083992,1.7425,0.16931848688197,6.75,3.26917420765551,136.5,45.1303667168792,146.5,55.5
Al85.8Ni9.1Y5.1,3.0,AM,AM,1.433944,0.0701769393177432,1049.91426,286.519242531549,-14.097564,5.58586200963363,0.501293639259491,1.61741,0.126064237196756,3.637,2.01326376811386,83.679,31.4287123344244,81.524,30.5296
Al87Ni5Y8,3.0,AM,AM,1.4523,0.0762712408058532,1042.4389,282.172020848613,-14.9032,6.35265721844836,0.473002903802512,1.5938,0.128084191061973,3.35,1.52561463023924,78.4,25.1602861668941,76.02,28.468
Al85Ni10Zr5,3.0,AM,AM,1.42195,0.0488279355097087,1072.6495,339.266790173677,-15.94,6.48454138702191,0.518186213050213,1.626,0.112534439173082,3.75,2.09463600656534,82.6,36.4258150217672,82.85,31.35
Al16Ru8Ti6,3.0,IM,IM,1.41293333333333,0.0329899075486101,1581.25066666667,728.18788164838,-33.92,5.45681844627028,1.00961375817404,1.75333333333333,0.270669950718993,4.53333333333333,2.1249836600679,121.2,60.9734368393319,179.733333333333,68.8
AuCdSn,3.0,IM,IM,1.54333333333333,0.048422536181741,812.21,373.094934924969,-9.33333333333333,3.16812831764072,1.09861228866811,2.06333333333333,0.354620297720753,9.0,3.55902608401044,106.666666666667,80.4045327633268,59.3333333333333,21.3333333333333
AuNi2Sn4,3.0,IM,IM,1.48771428571429,0.110431442577641,973.378571428571,554.021898907785,-4.73469387755102,2.82343717219665,0.955699891112534,2.02857142857143,0.209927101049631,6.71428571428571,3.14934395500694,116.0,68.1007656764172,96.8571428571429,35.8571428571429
B6CaNi11,3.0,IM,IM,1.14455555555556,0.246821207704578,1900.94444444444,345.70692022486,-22.1358024691358,2.91308969802137,0.82773815699892,1.90277777777778,0.227127119461903,7.22222222222222,3.48895965957946,185.611111111111,45.7154713525701,123.333333333333,46.8555555555556
BCaNi4,3.0,IM,IM,1.29666666666667,0.263224513575432,1729.33333333333,356.230106657044,-16.2222222222222,4.13506534798409,0.867563228481461,1.78,0.352041664200892,7.5,3.54729944229879,160.166666666667,66.0111522564348,136.666666666667,51.9
B6Co20In3,3.0,IM,IM,1.20403448275862,0.192011243163247,1749.76724137931,504.752059871096,-10.1593341260404,8.08157829815255,0.816915169557078,1.90275862068966,0.0762435549214688,7.13793103448276,2.77580852379284,170.48275862069,60.511965581998,145.275862068966,51.7241379310345
B2CoMo2,3.0,IM,IM,1.1234,0.223498446824719,2451.6,420.32016368478,-31.04,7.72096574270344,1.05492016798614,2.056,0.103072789813801,5.4,2.24499443206437,217.6,18.9905239527508,173.4,63.0
BCoMo,3.0,IM,IM,1.14466666666667,0.204498906086959,2337.66666666667,460.573796716902,-28.0,8.03464719546263,1.09861228866811,2.02666666666667,0.114697670227235,6.0,2.44948974278318,211.333333333333,22.2910046630673,179.333333333333,65.0
B2CoNb,3.0,IM,IM,1.08,0.247692540562298,2304.0,350.093558923897,-45.25,9.57311502333488,1.03972077083992,1.89,0.179722007556114,5.0,2.44948974278318,199.5,24.7537875889731,78.5,28.25
B6Co2Nb2,3.0,IM,IM,1.028,0.253785552868792,2313.0,313.650123545329,-41.44,8.13878418438528,0.950270539233235,1.92,0.171580884716218,4.6,2.33238075793812,204.4,24.2123935206745,62.8,22.6
B6Co21Sb2,3.0,IM,IM,1.18658620689655,0.175107358236341,1828.60551724138,343.039184648114,-12.6706302021403,6.93788980179756,0.744129541411298,1.9248275862069,0.0726645903262177,7.48275862068966,2.49994054626095,179.586206896552,41.3975821727586,155.137931034483,55.6896551724138
